FinancialYear,HBT2014,HBT2014QF,ICD10Codes,ICD10CodesQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsRates,HospitalResidentsRatesQF
1999/00,S08000019, ,"F50 - F59, F70 - F99", ,20,7.19, ,10,3.59, ,0,0, 
1999/00,S08000019, ,F20 - F29, ,290,104.22, ,190,68.28, ,110,39.53, 
1999/00,S08000020, ,All Codes,d,2530,478.56, ,1720,325.34, ,610,115.38, 
1999/00,S08000020, ,F60 - F69, ,100,18.92, ,60,11.35, ,10,1.89, 
1999/00,S08000020, ,F10 - F19, ,250,47.29, ,180,34.05, ,30,5.67, 
1999/00,S08000020, ,F30 - F39, ,780,147.54, ,550,104.03, ,80,15.13, 
1999/00,S08000020, ,F40 - F49, ,190,35.94, ,140,26.48, ,10,1.89, 
1999/00,S08000020, ,F00 - F09 or Chapter G and second position F00, ,490,92.69, ,350,66.2, ,310,58.64, 
1999/00,S08000020, ,Non F Codes, ,60,11.35, ,60,11.35, ,30,5.67, 
1999/00,S08000020, ,"F50 - F59, F70 - F99", ,10,1.89, ,10,1.89, ,0,0, 
1999/00,S08000020, ,F20 - F29, ,640,121.06, ,370,69.99, ,130,24.59, 
1999/00,S08000021, ,All Codes,d,8400,740.58, ,5900,520.17, ,1910,168.39, 
1999/00,S08000021, ,F60 - F69, ,360,31.74, ,220,19.4, ,20,1.76, 
1999/00,S08000021, ,F10 - F19, ,1800,158.7, ,1220,107.56, ,150,13.22, 
1999/00,S08000021, ,F30 - F39, ,2420,213.36, ,1710,150.76, ,300,26.45, 
1999/00,S08000021, ,F40 - F49, ,390,34.38, ,300,26.45, ,20,1.76, 
1999/00,S08000021, ,F00 - F09 or Chapter G and second position F00, ,1260,111.09, ,980,86.4, ,720,63.48, 
1999/00,S08000021, ,Non F Codes, ,170,14.99, ,120,10.58, ,90,7.93, 
1999/00,S08000021, ,"F50 - F59, F70 - F99", ,100,8.82, ,80,7.05, ,30,2.64, 
1999/00,S08000021, ,F20 - F29, ,1910,168.39, ,1280,112.85, ,570,50.25, 
1999/00,S08000022, ,All Codes,d,2180,724.64, ,1530,508.58, ,350,116.34, 
1999/00,S08000022, ,F60 - F69, ,100,33.24, ,60,19.94, ,0,0, 
1999/00,S08000022, ,F10 - F19, ,640,212.74, ,490,162.88, ,30,9.97, 
1999/00,S08000022, ,F30 - F39, ,460,152.91, ,350,116.34, ,60,19.94, 
1999/00,S08000022, ,F40 - F49, ,160,53.18, ,130,43.21, ,10,3.32, 
1999/00,S08000022, ,F00 - F09 or Chapter G and second position F00, ,360,119.66, ,210,69.8, ,120,39.89, 
1999/00,S08000022, ,Non F Codes, ,140,46.54, ,50,16.62, ,40,13.3, 
1999/00,S08000022, ,"F50 - F59, F70 - F99", ,20,6.65, ,20,6.65, ,0,0, 
1999/00,S08000022, ,F20 - F29, ,300,99.72, ,220,73.13, ,80,26.59, 
1999/00,S08000023, ,All Codes,d,2970,475.4, ,2040,326.54, ,630,100.84, 
1999/00,S08000023, ,F60 - F69, ,90,14.41, ,60,9.6, ,20,3.2, 
1999/00,S08000023, ,F10 - F19, ,440,70.43, ,340,54.42, ,30,4.8, 
1999/00,S08000023, ,F30 - F39, ,940,150.46, ,700,112.05, ,100,16.01, 
1999/00,S08000023, ,F40 - F49, ,110,17.61, ,90,14.41, ,20,3.2, 
1999/00,S08000023, ,F00 - F09 or Chapter G and second position F00, ,620,99.24, ,410,65.63, ,270,43.22, 
1999/00,S08000023, ,Non F Codes, ,140,22.41, ,50,8, ,20,3.2, 
1999/00,S08000023, ,"F50 - F59, F70 - F99", ,20,3.2, ,20,3.2, ,0,0, 
1999/00,S08000023, ,F20 - F29, ,600,96.04, ,380,60.83, ,170,27.21, 
1999/00,S08000024, ,All Codes,d,5300,686.8, ,3440,445.77, ,970,125.7, 
1999/00,S08000024, ,F60 - F69, ,120,15.55, ,70,9.07, ,20,2.59, 
1999/00,S08000024, ,F10 - F19, ,810,104.96, ,600,77.75, ,60,7.78, 
1999/00,S08000024, ,F30 - F39, ,1460,189.2, ,980,126.99, ,160,20.73, 
1999/00,S08000024, ,F40 - F49, ,420,54.43, ,300,38.88, ,10,1.3, 
1999/00,S08000024, ,F00 - F09 or Chapter G and second position F00, ,1180,152.91, ,710,92.01, ,380,49.24, 
1999/00,S08000024, ,Non F Codes, ,70,9.07, ,50,6.48, ,20,2.59, 
1999/00,S08000024, ,"F50 - F59, F70 - F99", ,50,6.48, ,20,2.59, ,20,2.59, 
1999/00,S08000024, ,F20 - F29, ,1190,154.21, ,720,93.3, ,300,38.88, 
1999/00,S08000027, ,All Codes,d,2720,692.59, ,1930,491.43, ,640,162.96, 
1999/00,S08000027, ,F60 - F69, ,100,25.46, ,40,10.19, ,10,2.55, 
1999/00,S08000027, ,F10 - F19, ,490,124.77, ,360,91.67, ,20,5.09, 
1999/00,S08000027, ,F30 - F39, ,790,201.16, ,550,140.05, ,90,22.92, 
1999/00,S08000027, ,F40 - F49, ,220,56.02, ,170,43.29, ,10,2.55, 
1999/00,S08000027, ,F00 - F09 or Chapter G and second position F00, ,460,117.13, ,370,94.21, ,260,66.2, 
1999/00,S08000027, ,Non F Codes, ,60,15.28, ,40,10.19, ,40,10.19, 
1999/00,S08000027, ,"F50 - F59, F70 - F99", ,40,10.19, ,40,10.19, ,10,2.55, 
1999/00,S08000027, ,F20 - F29, ,570,145.14, ,370,94.21, ,200,50.93, 
1999/00,S08000028, ,All Codes,d,180,661.52, ,110,404.26, ,30,110.25, 
1999/00,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
1999/00,S08000028, ,F10 - F19, ,10,36.75, ,10,36.75, ,0,0, 
1999/00,S08000028, ,F30 - F39, ,60,220.51, ,40,147, ,0,0, 
1999/00,S08000028, ,F40 - F49, ,20,73.5, ,10,36.75, ,0,0, 
1999/00,S08000028, ,F00 - F09 or Chapter G and second position F00, ,20,73.5, ,10,36.75, ,10,36.75, 
1999/00,S08000028, ,Non F Codes, ,60,220.51, ,20,73.5, ,10,36.75, 
1999/00,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
1999/00,S08000028, ,F20 - F29, ,10,36.75, ,10,36.75, ,0,0, 
1999/00,S92000003,d,All Codes,d,31360,618.3, ,21120,416.41, ,6900,136.04, 
1999/00,S92000003,d,F60 - F69, ,1190,23.46, ,660,13.01, ,130,2.56, 
1999/00,S92000003,d,F10 - F19, ,5590,110.21, ,3980,78.47, ,400,7.89, 
1999/00,S92000003,d,F30 - F39, ,8620,169.95, ,5950,117.31, ,1000,19.72, 
1999/00,S92000003,d,F40 - F49, ,2190,43.18, ,1620,31.94, ,110,2.17, 
1999/00,S92000003,d,F00 - F09 or Chapter G and second position F00, ,5950,117.31, ,4030,79.46, ,2720,53.63, 
1999/00,S92000003,d,Non F Codes, ,860,16.96, ,500,9.86, ,390,7.69, 
1999/00,S92000003,d,"F50 - F59, F70 - F99", ,390,7.69, ,280,5.52, ,120,2.37, 
1999/00,S92000003,d,F20 - F29, ,6570,129.54, ,4120,81.23, ,2040,40.22, 
1999/00,SB0802, ,All Codes,d,80, ,:,80, ,:,240, ,:
1999/00,SB0802, ,F60 - F69, ,10, ,:,10, ,:,10, ,:
1999/00,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
1999/00,SB0802, ,F30 - F39, ,10, ,:,10, ,:,10, ,:
1999/00,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
1999/00,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
1999/00,SB0802, ,Non F Codes, ,0, ,:,0, ,:,10, ,:
1999/00,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,30, ,:
1999/00,SB0802, ,F20 - F29, ,50, ,:,50, ,:,170, ,:
2000/01,S08000015, ,All Codes,d,2350,637.25, ,1580,428.45, ,420,113.89, 
2000/01,S08000015, ,F60 - F69, ,80,21.69, ,40,10.85, ,20,5.42, 
2000/01,S08000015, ,F10 - F19, ,500,135.59, ,350,94.91, ,40,10.85, 
2000/01,S08000015, ,F30 - F39, ,480,130.16, ,340,92.2, ,60,16.27, 
2000/01,S08000015, ,F40 - F49, ,180,48.81, ,150,40.68, ,10,2.71, 
2000/01,S08000015, ,F00 - F09 or Chapter G and second position F00, ,560,151.86, ,360,97.62, ,170,46.1, 
2000/01,S08000015, ,Non F Codes, ,160,43.39, ,60,16.27, ,20,5.42, 
2000/01,S08000015, ,"F50 - F59, F70 - F99", ,20,5.42, ,10,2.71, ,20,5.42, 
2000/01,S08000015, ,F20 - F29, ,360,97.62, ,270,73.22, ,100,27.12, 
2000/01,S08000016, ,All Codes,d,620,583.53, ,420,395.29, ,130,122.35, 
2000/01,S08000016, ,F60 - F69, ,10,9.41, ,10,9.41, ,0,0, 
2000/01,S08000016, ,F10 - F19, ,60,56.47, ,50,47.06, ,0,0, 
2000/01,S08000016, ,F30 - F39, ,170,160, ,110,103.53, ,10,9.41, 
2000/01,S08000016, ,F40 - F49, ,50,47.06, ,40,37.65, ,0,0, 
2000/01,S08000016, ,F00 - F09 or Chapter G and second position F00, ,170,160, ,120,112.94, ,70,65.88, 
2000/01,S08000016, ,Non F Codes, ,10,9.41, ,10,9.41, ,10,9.41, 
2000/01,S08000016, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2000/01,S08000016, ,F20 - F29, ,140,131.76, ,80,75.29, ,30,28.24, 
2000/01,S08000017, ,All Codes,d,860,582.89, ,630,427, ,160,108.45, 
2000/01,S08000017, ,F60 - F69, ,70,47.44, ,30,20.33, ,0,0, 
2000/01,S08000017, ,F10 - F19, ,110,74.56, ,80,54.22, ,10,6.78, 
2000/01,S08000017, ,F30 - F39, ,200,135.56, ,160,108.45, ,30,20.33, 
2000/01,S08000017, ,F40 - F49, ,90,61, ,60,40.67, ,10,6.78, 
2000/01,S08000017, ,F00 - F09 or Chapter G and second position F00, ,140,94.89, ,120,81.33, ,60,40.67, 
2000/01,S08000017, ,Non F Codes, ,20,13.56, ,20,13.56, ,0,0, 
2000/01,S08000017, ,"F50 - F59, F70 - F99", ,20,13.56, ,20,13.56, ,0,0, 
2000/01,S08000017, ,F20 - F29, ,210,142.33, ,150,101.67, ,50,33.89, 
2000/01,S08000018, ,All Codes,d,1730,496.64, ,1170,335.88, ,430,123.44, 
2000/01,S08000018, ,F60 - F69, ,100,28.71, ,60,17.22, ,10,2.87, 
2000/01,S08000018, ,F10 - F19, ,220,63.16, ,160,45.93, ,20,5.74, 
2000/01,S08000018, ,F30 - F39, ,450,129.18, ,310,88.99, ,60,17.22, 
2000/01,S08000018, ,F40 - F49, ,150,43.06, ,120,34.45, ,10,2.87, 
2000/01,S08000018, ,F00 - F09 or Chapter G and second position F00, ,310,88.99, ,210,60.29, ,180,51.67, 
2000/01,S08000018, ,Non F Codes, ,60,17.22, ,40,11.48, ,30,8.61, 
2000/01,S08000018, ,"F50 - F59, F70 - F99", ,40,11.48, ,20,5.74, ,0,0, 
2000/01,S08000018, ,F20 - F29, ,410,117.7, ,250,71.77, ,120,34.45, 
2000/01,S08000019, ,All Codes,d,1300,465.98, ,870,311.85, ,320,114.7, 
2000/01,S08000019, ,F60 - F69, ,90,32.26, ,50,17.92, ,0,0, 
2000/01,S08000019, ,F10 - F19, ,140,50.18, ,110,39.43, ,10,3.58, 
2000/01,S08000019, ,F30 - F39, ,360,129.04, ,260,93.2, ,50,17.92, 
2000/01,S08000019, ,F40 - F49, ,100,35.84, ,80,28.68, ,0,0, 
2000/01,S08000019, ,F00 - F09 or Chapter G and second position F00, ,220,78.86, ,150,53.77, ,120,43.01, 
2000/01,S08000019, ,Non F Codes, ,30,10.75, ,20,7.17, ,20,7.17, 
2000/01,S08000019, ,"F50 - F59, F70 - F99", ,20,7.17, ,10,3.58, ,0,0, 
2000/01,S08000019, ,F20 - F29, ,330,118.29, ,190,68.11, ,120,43.01, 
2000/01,S08000020, ,All Codes,d,2700,512.26, ,1730,328.22, ,570,108.14, 
2000/01,S08000020, ,F60 - F69, ,130,24.66, ,60,11.38, ,0,0, 
2000/01,S08000020, ,F10 - F19, ,240,45.53, ,180,34.15, ,20,3.79, 
2000/01,S08000020, ,F30 - F39, ,760,144.19, ,530,100.55, ,70,13.28, 
2000/01,S08000020, ,F40 - F49, ,210,39.84, ,160,30.36, ,10,1.9, 
2000/01,S08000020, ,F00 - F09 or Chapter G and second position F00, ,400,75.89, ,320,60.71, ,290,55.02, 
2000/01,S08000020, ,Non F Codes, ,190,36.05, ,90,17.08, ,40,7.59, 
2000/01,S08000020, ,"F50 - F59, F70 - F99", ,20,3.79, ,10,1.9, ,0,0, 
2000/01,S08000020, ,F20 - F29, ,770,146.09, ,380,72.1, ,130,24.66, 
2000/01,S08000021, ,All Codes,d,8030,712.54, ,5610,497.8, ,1820,161.5, 
2000/01,S08000021, ,F60 - F69, ,270,23.96, ,170,15.08, ,30,2.66, 
2000/01,S08000021, ,F10 - F19, ,1580,140.2, ,1110,98.5, ,140,12.42, 
2000/01,S08000021, ,F30 - F39, ,2500,221.84, ,1730,153.51, ,290,25.73, 
2000/01,S08000021, ,F40 - F49, ,380,33.72, ,280,24.85, ,20,1.77, 
2000/01,S08000021, ,F00 - F09 or Chapter G and second position F00, ,1090,96.72, ,860,76.31, ,650,57.68, 
2000/01,S08000021, ,Non F Codes, ,300,26.62, ,200,17.75, ,100,8.87, 
2000/01,S08000021, ,"F50 - F59, F70 - F99", ,80,7.1, ,70,6.21, ,30,2.66, 
2000/01,S08000021, ,F20 - F29, ,1840,163.27, ,1180,104.71, ,560,49.69, 
2000/01,S08000022, ,All Codes,d,2340,779.53, ,1540,513.03, ,360,119.93, 
2000/01,S08000022, ,F60 - F69, ,80,26.65, ,50,16.66, ,0,0, 
2000/01,S08000022, ,F10 - F19, ,620,206.54, ,450,149.91, ,40,13.33, 
2000/01,S08000022, ,F30 - F39, ,520,173.23, ,360,119.93, ,70,23.32, 
2000/01,S08000022, ,F40 - F49, ,160,53.3, ,120,39.98, ,10,3.33, 
2000/01,S08000022, ,F00 - F09 or Chapter G and second position F00, ,360,119.93, ,190,63.3, ,130,43.31, 
2000/01,S08000022, ,Non F Codes, ,220,73.29, ,120,39.98, ,20,6.66, 
2000/01,S08000022, ,"F50 - F59, F70 - F99", ,20,6.66, ,20,6.66, ,0,0, 
2000/01,S08000022, ,F20 - F29, ,350,116.6, ,230,76.62, ,80,26.65, 
2000/01,S08000023, ,All Codes,d,2970,476.22, ,1980,317.48, ,630,101.02, 
2000/01,S08000023, ,F60 - F69, ,140,22.45, ,70,11.22, ,10,1.6, 
2000/01,S08000023, ,F10 - F19, ,430,68.95, ,320,51.31, ,40,6.41, 
2000/01,S08000023, ,F30 - F39, ,950,152.33, ,670,107.43, ,90,14.43, 
2000/01,S08000023, ,F40 - F49, ,170,27.26, ,120,19.24, ,10,1.6, 
2000/01,S08000023, ,F00 - F09 or Chapter G and second position F00, ,500,80.17, ,310,49.71, ,260,41.69, 
2000/01,S08000023, ,Non F Codes, ,90,14.43, ,50,8.02, ,30,4.81, 
2000/01,S08000023, ,"F50 - F59, F70 - F99", ,50,8.02, ,40,6.41, ,0,0, 
2000/01,S08000023, ,F20 - F29, ,660,105.83, ,400,64.14, ,180,28.86, 
2000/01,S08000024, ,All Codes,d,4970,640.05, ,3260,419.83, ,930,119.77, 
2000/01,S08000024, ,F60 - F69, ,140,18.03, ,80,10.3, ,20,2.58, 
2000/01,S08000024, ,F10 - F19, ,680,87.57, ,500,64.39, ,40,5.15, 
2000/01,S08000024, ,F30 - F39, ,1390,179.01, ,970,124.92, ,160,20.61, 
2000/01,S08000024, ,F40 - F49, ,320,41.21, ,240,30.91, ,10,1.29, 
2000/01,S08000024, ,F00 - F09 or Chapter G and second position F00, ,1110,142.95, ,650,83.71, ,380,48.94, 
2000/01,S08000024, ,Non F Codes, ,100,12.88, ,60,7.73, ,20,2.58, 
2000/01,S08000024, ,"F50 - F59, F70 - F99", ,80,10.3, ,50,6.44, ,20,2.58, 
2000/01,S08000024, ,F20 - F29, ,1160,149.39, ,700,90.15, ,280,36.06, 
2000/01,S08000027, ,All Codes,d,2660,681.3, ,1840,471.28, ,600,153.68, 
2000/01,S08000027, ,F60 - F69, ,80,20.49, ,50,12.81, ,0,0, 
2000/01,S08000027, ,F10 - F19, ,480,122.94, ,340,87.08, ,20,5.12, 
2000/01,S08000027, ,F30 - F39, ,770,197.22, ,490,125.5, ,100,25.61, 
2000/01,S08000027, ,F40 - F49, ,160,40.98, ,130,33.3, ,10,2.56, 
2000/01,S08000027, ,F00 - F09 or Chapter G and second position F00, ,460,117.82, ,370,94.77, ,240,61.47, 
2000/01,S08000027, ,Non F Codes, ,80,20.49, ,60,15.37, ,30,7.68, 
2000/01,S08000027, ,"F50 - F59, F70 - F99", ,20,5.12, ,20,5.12, ,10,2.56, 
2000/01,S08000027, ,F20 - F29, ,600,153.68, ,390,99.89, ,180,46.1, 
2000/01,S08000028, ,All Codes,d,190,709.22, ,110,410.6, ,30,111.98, 
2000/01,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2000/01,S08000028, ,F10 - F19, ,10,37.33, ,10,37.33, ,0,0, 
2000/01,S08000028, ,F30 - F39, ,60,223.96, ,50,186.64, ,10,37.33, 
2000/01,S08000028, ,F40 - F49, ,10,37.33, ,10,37.33, ,0,0, 
2000/01,S08000028, ,F00 - F09 or Chapter G and second position F00, ,20,74.65, ,10,37.33, ,20,74.65, 
2000/01,S08000028, ,Non F Codes, ,50,186.64, ,20,74.65, ,10,37.33, 
2000/01,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2000/01,S08000028, ,F20 - F29, ,20,74.65, ,10,37.33, ,0,0, 
2000/01,S92000003,d,All Codes,d,30840,609.13, ,20540,405.69, ,6630,130.95, 
2000/01,S92000003,d,F60 - F69, ,1210,23.9, ,660,13.04, ,120,2.37, 
2000/01,S92000003,d,F10 - F19, ,5080,100.34, ,3620,71.5, ,380,7.51, 
2000/01,S92000003,d,F30 - F39, ,8610,170.06, ,5900,116.53, ,1000,19.75, 
2000/01,S92000003,d,F40 - F49, ,1990,39.31, ,1480,29.23, ,100,1.98, 
2000/01,S92000003,d,F00 - F09 or Chapter G and second position F00, ,5340,105.47, ,3640,71.89, ,2550,50.37, 
2000/01,S92000003,d,Non F Codes, ,1320,26.07, ,750,14.81, ,370,7.31, 
2000/01,S92000003,d,"F50 - F59, F70 - F99", ,370,7.31, ,270,5.33, ,120,2.37, 
2000/01,S92000003,d,F20 - F29, ,6930,136.88, ,4200,82.96, ,1980,39.11, 
2000/01,SB0802, ,All Codes,d,110, ,:,100, ,:,230, ,:
2000/01,SB0802, ,F60 - F69, ,10, ,:,10, ,:,20, ,:
2000/01,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2000/01,SB0802, ,F30 - F39, ,10, ,:,10, ,:,10, ,:
2000/01,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2000/01,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
2000/01,SB0802, ,Non F Codes, ,0, ,:,0, ,:,10, ,:
2000/01,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,30, ,:
2000/01,SB0802, ,F20 - F29, ,80, ,:,70, ,:,160, ,:
2001/02,S08000015, ,All Codes,d,2330,632.65, ,1550,420.86, ,390,105.89, 
2001/02,S08000015, ,F60 - F69, ,90,24.44, ,40,10.86, ,10,2.72, 
2001/02,S08000015, ,F10 - F19, ,510,138.48, ,380,103.18, ,50,13.58, 
2001/02,S08000015, ,F30 - F39, ,480,130.33, ,350,95.03, ,50,13.58, 
2001/02,S08000015, ,F40 - F49, ,170,46.16, ,120,32.58, ,10,2.72, 
2001/02,S08000015, ,F00 - F09 or Chapter G and second position F00, ,510,138.48, ,320,86.89, ,150,40.73, 
2001/02,S08000015, ,Non F Codes, ,120,32.58, ,40,10.86, ,20,5.43, 
2001/02,S08000015, ,"F50 - F59, F70 - F99", ,40,10.86, ,20,5.43, ,20,5.43, 
2001/02,S08000015, ,F20 - F29, ,410,111.33, ,260,70.6, ,80,21.72, 
2001/02,S08000016, ,All Codes,d,660,617.11, ,460,430.11, ,110,102.85, 
2001/02,S08000016, ,F60 - F69, ,20,18.7, ,10,9.35, ,0,0, 
2001/02,S08000016, ,F10 - F19, ,70,65.45, ,50,46.75, ,0,0, 
2001/02,S08000016, ,F30 - F39, ,190,177.65, ,130,121.55, ,20,18.7, 
2001/02,S08000016, ,F40 - F49, ,60,56.1, ,50,46.75, ,0,0, 
2001/02,S08000016, ,F00 - F09 or Chapter G and second position F00, ,140,130.9, ,110,102.85, ,60,56.1, 
2001/02,S08000016, ,Non F Codes, ,10,9.35, ,0,0, ,0,0, 
2001/02,S08000016, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2001/02,S08000016, ,F20 - F29, ,180,168.3, ,100,93.5, ,20,18.7, 
2001/02,S08000017, ,All Codes,d,780,527.81, ,570,385.71, ,150,101.5, 
2001/02,S08000017, ,F60 - F69, ,60,40.6, ,30,20.3, ,10,6.77, 
2001/02,S08000017, ,F10 - F19, ,140,94.74, ,110,74.43, ,0,0, 
2001/02,S08000017, ,F30 - F39, ,190,128.57, ,130,87.97, ,30,20.3, 
2001/02,S08000017, ,F40 - F49, ,70,47.37, ,60,40.6, ,0,0, 
2001/02,S08000017, ,F00 - F09 or Chapter G and second position F00, ,110,74.43, ,90,60.9, ,70,47.37, 
2001/02,S08000017, ,Non F Codes, ,10,6.77, ,10,6.77, ,0,0, 
2001/02,S08000017, ,"F50 - F59, F70 - F99", ,10,6.77, ,10,6.77, ,0,0, 
2001/02,S08000017, ,F20 - F29, ,200,135.34, ,130,87.97, ,40,27.07, 
2001/02,S08000018, ,All Codes,d,1840,526.06, ,1220,348.8, ,420,120.08, 
2001/02,S08000018, ,F60 - F69, ,120,34.31, ,60,17.15, ,10,2.86, 
2001/02,S08000018, ,F10 - F19, ,230,65.76, ,160,45.74, ,20,5.72, 
2001/02,S08000018, ,F30 - F39, ,520,148.67, ,340,97.21, ,60,17.15, 
2001/02,S08000018, ,F40 - F49, ,200,57.18, ,130,37.17, ,10,2.86, 
2001/02,S08000018, ,F00 - F09 or Chapter G and second position F00, ,260,74.33, ,220,62.9, ,170,48.6, 
2001/02,S08000018, ,Non F Codes, ,60,17.15, ,50,14.3, ,30,8.58, 
2001/02,S08000018, ,"F50 - F59, F70 - F99", ,20,5.72, ,20,5.72, ,0,0, 
2001/02,S08000018, ,F20 - F29, ,430,122.94, ,250,71.48, ,120,34.31, 
2001/02,S08000019, ,All Codes,d,1300,465.05, ,890,318.38, ,290,103.74, 
2001/02,S08000019, ,F60 - F69, ,80,28.62, ,40,14.31, ,10,3.58, 
2001/02,S08000019, ,F10 - F19, ,180,64.39, ,130,46.5, ,10,3.58, 
2001/02,S08000019, ,F30 - F39, ,380,135.94, ,270,96.59, ,40,14.31, 
2001/02,S08000019, ,F40 - F49, ,110,39.35, ,80,28.62, ,0,0, 
2001/02,S08000019, ,F00 - F09 or Chapter G and second position F00, ,210,75.12, ,150,53.66, ,100,35.77, 
2001/02,S08000019, ,Non F Codes, ,30,10.73, ,20,7.15, ,10,3.58, 
2001/02,S08000019, ,"F50 - F59, F70 - F99", ,10,3.58, ,10,3.58, ,0,0, 
2001/02,S08000019, ,F20 - F29, ,320,114.47, ,190,67.97, ,120,42.93, 
2001/02,S08000020, ,All Codes,d,2500,475.42, ,1600,304.27, ,560,106.49, 
2001/02,S08000020, ,F60 - F69, ,90,17.12, ,60,11.41, ,0,0, 
2001/02,S08000020, ,F10 - F19, ,180,34.23, ,140,26.62, ,20,3.8, 
2001/02,S08000020, ,F30 - F39, ,770,146.43, ,550,104.59, ,80,15.21, 
2001/02,S08000020, ,F40 - F49, ,170,32.33, ,120,22.82, ,0,0, 
2001/02,S08000020, ,F00 - F09 or Chapter G and second position F00, ,330,62.76, ,260,49.44, ,280,53.25, 
2001/02,S08000020, ,Non F Codes, ,170,32.33, ,70,13.31, ,30,5.71, 
2001/02,S08000020, ,"F50 - F59, F70 - F99", ,20,3.8, ,10,1.9, ,10,1.9, 
2001/02,S08000020, ,F20 - F29, ,780,148.33, ,390,74.17, ,130,24.72, 
2001/02,S08000021, ,All Codes,d,7710,684.31, ,5320,472.18, ,1760,156.21, 
2001/02,S08000021, ,F60 - F69, ,300,26.63, ,170,15.09, ,30,2.66, 
2001/02,S08000021, ,F10 - F19, ,1420,126.03, ,1010,89.64, ,130,11.54, 
2001/02,S08000021, ,F30 - F39, ,2240,198.81, ,1540,136.68, ,280,24.85, 
2001/02,S08000021, ,F40 - F49, ,370,32.84, ,270,23.96, ,20,1.78, 
2001/02,S08000021, ,F00 - F09 or Chapter G and second position F00, ,1050,93.19, ,820,72.78, ,580,51.48, 
2001/02,S08000021, ,Non F Codes, ,490,43.49, ,340,30.18, ,130,11.54, 
2001/02,S08000021, ,"F50 - F59, F70 - F99", ,80,7.1, ,60,5.33, ,40,3.55, 
2001/02,S08000021, ,F20 - F29, ,1760,156.21, ,1110,98.52, ,550,48.82, 
2001/02,S08000022, ,All Codes,d,1990,662.85, ,1410,469.66, ,310,103.26, 
2001/02,S08000022, ,F60 - F69, ,80,26.65, ,40,13.32, ,0,0, 
2001/02,S08000022, ,F10 - F19, ,550,183.2, ,420,139.9, ,30,9.99, 
2001/02,S08000022, ,F30 - F39, ,480,159.88, ,370,123.24, ,50,16.65, 
2001/02,S08000022, ,F40 - F49, ,140,46.63, ,120,39.97, ,10,3.33, 
2001/02,S08000022, ,F00 - F09 or Chapter G and second position F00, ,300,99.93, ,180,59.96, ,110,36.64, 
2001/02,S08000022, ,Non F Codes, ,90,29.98, ,30,9.99, ,10,3.33, 
2001/02,S08000022, ,"F50 - F59, F70 - F99", ,10,3.33, ,10,3.33, ,0,0, 
2001/02,S08000022, ,F20 - F29, ,350,116.58, ,230,76.61, ,90,29.98, 
2001/02,S08000023, ,All Codes,d,2920,468.31, ,2000,320.76, ,600,96.23, 
2001/02,S08000023, ,F60 - F69, ,90,14.43, ,60,9.62, ,20,3.21, 
2001/02,S08000023, ,F10 - F19, ,470,75.38, ,340,54.53, ,40,6.42, 
2001/02,S08000023, ,F30 - F39, ,910,145.95, ,660,105.85, ,90,14.43, 
2001/02,S08000023, ,F40 - F49, ,170,27.26, ,120,19.25, ,10,1.6, 
2001/02,S08000023, ,F00 - F09 or Chapter G and second position F00, ,560,89.81, ,370,59.34, ,260,41.7, 
2001/02,S08000023, ,Non F Codes, ,40,6.42, ,30,4.81, ,30,4.81, 
2001/02,S08000023, ,"F50 - F59, F70 - F99", ,20,3.21, ,10,1.6, ,0,0, 
2001/02,S08000023, ,F20 - F29, ,660,105.85, ,410,65.76, ,160,25.66, 
2001/02,S08000024, ,All Codes,d,5170,663.52, ,3340,428.66, ,900,115.51, 
2001/02,S08000024, ,F60 - F69, ,230,29.52, ,120,15.4, ,20,2.57, 
2001/02,S08000024, ,F10 - F19, ,880,112.94, ,630,80.85, ,40,5.13, 
2001/02,S08000024, ,F30 - F39, ,1390,178.39, ,920,118.07, ,170,21.82, 
2001/02,S08000024, ,F40 - F49, ,310,39.79, ,210,26.95, ,20,2.57, 
2001/02,S08000024, ,F00 - F09 or Chapter G and second position F00, ,1040,133.47, ,640,82.14, ,360,46.2, 
2001/02,S08000024, ,Non F Codes, ,80,10.27, ,50,6.42, ,20,2.57, 
2001/02,S08000024, ,"F50 - F59, F70 - F99", ,60,7.7, ,40,5.13, ,10,1.28, 
